number,contact_type,u_wait_reason,assignment_group,closed_at,resolved_at,u_subcategory,u_symptom,opened_at,sys_mod_count,reassignment_count
INC0105507,Self-service,,Service Desk,2/1/21 13:00,1/29/21 13:00,VPN/Remote Access,Configure/Modify,1/29/21 10:33,7,0
INC0105285,Email,,Service Desk,2/1/21 13:00,1/29/21 13:00,Other/Not Listed,Performance,1/20/21 12:31,3,0
INC0105500,Email,,Student Computing,2/1/21 13:00,1/29/21 13:00,Lab Printer,How To/Question,1/28/21 18:10,11,0
INC0105508,Email,,Student Computing,2/1/21 12:00,1/29/21 12:00,General Information,How To/Question,1/29/21 11:04,3,0
INC0105240,Email,,Service Desk,2/1/21 10:00,1/29/21 10:00,General Information,How To/Question,1/18/21 15:04,9,0
INC0105459,Email,,Systems,2/1/21 10:00,1/29/21 10:00,Desktop Application,Configure/Modify,1/27/21 13:37,23,1
INC0105355,Email,,Student Computing,2/1/21 9:00,1/29/21 9:00,General Information,How To/Question,1/23/21 20:31,7,0
INC0105302,Self-service,,Service Desk,1/31/21 19:00,1/28/21 19:00,College Account/Identity Mgmt,Security/Policy Breach,1/21/21 9:20,4,0
INC0105351,Email,,Service Desk,1/31/21 19:00,1/28/21 19:00,Google Mail,Configure/Modify,1/22/21 17:02,12,0
INC0105399,Email,,Service Desk,1/31/21 17:00,1/28/21 17:00,WebAdvisor,Configure/Modify,1/25/21 14:41,5,0
INC0105496,,,Service Desk,1/31/21 17:00,1/28/21 17:00,OS,How To/Question,1/28/21 15:35,2,0
INC0105382,,,Student Computing,1/31/21 16:00,1/28/21 16:00,General Information,How To/Question,1/25/21 10:54,10,0
INC0105472,Email,,Service Desk,1/31/21 16:00,1/28/21 16:00,General Information,How To/Question,1/27/21 17:32,10,2
INC0105266,Email,,Service Desk,1/31/21 16:00,1/28/21 16:00,OS,Performance,1/19/21 16:16,9,0
INC0105291,Email,,Service Desk,1/31/21 16:00,1/28/21 16:00,Computer (Desktop/Laptop),Maintenance,1/20/21 15:34,11,2
INC0105106,Email,,Student Computing,1/31/21 16:00,1/28/21 16:00,General Information,How To/Question,1/11/21 11:26,17,0
INC0105349,,,Service Desk,1/31/21 16:00,1/28/21 16:00,Google Alias/Group,Configure/Modify,1/22/21 16:15,7,0
INC0105479,Self-service,,Service Desk,1/31/21 16:00,1/28/21 16:00,Other Google Service,Error/Bug,1/28/21 9:52,6,0
INC0105287,Email,,Service Desk,1/31/21 15:00,1/28/21 15:00,Desktop Application,Configure/Modify,1/20/21 13:58,4,0
INC0105368,Email,,Service Desk,1/31/21 15:00,1/28/21 15:00,OS,Configure/Modify,1/25/21 9:22,12,0
INC0105474,Email,,Service Desk,1/31/21 14:00,1/28/21 14:00,Desktop Application,Error/Bug,1/27/21 19:48,5,0
INC0105488,Email,,Service Desk,1/31/21 13:00,1/28/21 13:00,Desktop Application,How To/Question,1/28/21 12:38,4,0
INC0105280,Email,,Service Desk,1/31/21 12:00,1/28/21 12:00,OS,How To/Question,1/20/21 10:40,4,0
INC0105483,Phone,,Service Desk,1/31/21 11:00,1/28/21 11:00,Smartphone,Connectivity/Down,1/28/21 10:13,2,1
INC0105481,Phone,,Service Desk,1/31/21 11:00,1/28/21 11:00,Desktop Application,How To/Question,1/28/21 10:00,1,0
INC0105485,Email,,Service Desk,1/31/21 11:00,1/28/21 11:00,Google Mail,How To/Question,1/28/21 10:22,2,0
INC0105486,Email,,Service Desk,1/31/21 11:00,1/28/21 11:00,Google Mail,How To/Question,1/28/21 10:34,3,0
INC0105052,Email,,Service Desk,1/31/21 10:00,1/28/21 10:00,Desktop Application,How To/Question,1/7/21 15:42,7,0
INC0105480,Phone,,Service Desk,1/31/21 10:00,1/28/21 10:00,College Account/Identity Mgmt,Password,1/28/21 9:54,1,0
INC0105223,,,Student Computing,1/31/21 10:00,1/28/21 10:00,General Information,How To/Question,1/15/21 14:59,14,0
INC0105348,Self-service,,Service Desk,1/31/21 10:00,1/28/21 10:00,Desktop Application,How To/Question,1/22/21 15:56,5,0
INC0105462,Email,,Service Desk,1/31/21 9:00,1/28/21 9:00,Windows File Server (fs),Configure/Modify,1/27/21 14:35,7,0
INC0105418,,,Student Computing,1/31/21 9:00,1/28/21 9:00,General Information,How To/Question,1/26/21 10:27,5,0
INC0105239,Email,,Student Computing,1/31/21 9:00,1/28/21 9:00,General Information,How To/Question,1/18/21 13:13,4,0
INC0105461,Email,,Service Desk,1/30/21 18:00,1/27/21 18:00,Desktop Application,Configure/Modify,1/27/21 14:09,6,0
INC0105117,Self-service,,Service Desk,1/30/21 18:00,1/27/21 18:00,Peripheral,Install/New,1/11/21 14:48,13,2
INC0105432,Email,,Service Desk,1/30/21 18:00,1/27/21 18:00,Other Google Service,How To/Question,1/26/21 13:33,7,0
INC0105391,Email,,Service Desk,1/30/21 17:00,1/27/21 17:00,ERP,Error/Bug,1/25/21 12:16,16,0
INC0105231,Email,,Student Computing,1/30/21 17:00,1/27/21 17:00,General Information,How To/Question,1/16/21 0:00,5,0
INC0105235,Email,,Student Computing,1/30/21 17:00,1/27/21 17:00,General Information,How To/Question,1/17/21 6:17,4,0
INC0105469,Email,,Service Desk,1/30/21 17:00,1/27/21 17:00,ERP,How To/Question,1/27/21 16:01,3,0
INC0105258,Email,,Service Desk,1/30/21 16:00,1/27/21 16:00,College Account/Identity Mgmt,Error/Bug,1/19/21 13:17,7,0
INC0105074,Email,,Service Desk,1/30/21 16:00,1/27/21 16:00,Desktop Application,Install/New,1/8/21 15:57,14,0
INC0105446,Email,,Service Desk,1/30/21 15:00,1/27/21 15:00,College Account/Identity Mgmt,Password,1/27/21 10:14,14,2
INC0105430,Email,,Student Computing,1/30/21 15:00,1/27/21 15:00,Courseworks,Error/Bug,1/26/21 13:18,10,0
INC0105438,Phone,,Service Desk,1/30/21 15:00,1/27/21 15:00,Desktop Application,Error/Bug,1/26/21 16:43,3,0
INC0105458,Email,,Student Computing,1/30/21 15:00,1/27/21 15:00,General Information,How To/Question,1/27/21 13:37,4,0
INC0105161,,,Service Desk,1/30/21 14:00,1/27/21 14:00,Peripheral,Install/New,1/12/21 17:45,4,0
INC0105456,Phone,,Service Desk,1/30/21 14:00,1/27/21 14:00,Other/Not Listed,How To/Question,1/27/21 13:04,1,0
INC0105254,Self-service,,Service Desk,1/30/21 14:00,1/27/21 14:00,VPN/Remote Access,Configure/Modify,1/19/21 11:41,4,0
INC0105281,,,Service Desk,1/30/21 14:00,1/27/21 14:00,Server,Error/Bug,1/20/21 10:52,5,0
INC0105321,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,Computer (Desktop/Laptop),Configure/Modify,1/21/21 14:49,12,2
INC0105264,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,Google Docs/Drive,How To/Question,1/19/21 15:02,5,0
INC0105448,,,Service Desk,1/30/21 14:00,1/27/21 14:00,Server,Error/Bug,1/27/21 10:38,4,0
INC0105444,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,OS,How To/Question,1/27/21 9:17,9,0
INC0105344,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,Bogus/Duplicate Record,Maintenance,1/22/21 14:28,3,0
INC0105445,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,OS,How To/Question,1/27/21 10:06,7,0
INC0105203,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,Computer (Desktop/Laptop),Configure/Modify,1/14/21 13:27,14,2
INC0105166,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,College Account/Identity Mgmt,Error/Bug,1/13/21 9:59,4,0
INC0105365,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,Windows File Server (fs),How To/Question,1/25/21 8:48,6,0
INC0105273,Email,,Service Desk,1/30/21 14:00,1/27/21 14:00,College Account/Identity Mgmt,Password,1/20/21 9:08,4,0
INC0105455,Phone,,Service Desk,1/30/21 14:00,1/27/21 14:00,College Account/Identity Mgmt,Password,1/27/21 13:00,1,0
INC0105387,Self-service,,Service Desk,1/30/21 13:00,1/27/21 13:00,Monitor,How To/Question,1/25/21 11:39,11,0
INC0105450,Email,,Service Desk,1/30/21 12:00,1/27/21 12:00,General Information,How To/Question,1/27/21 11:14,2,0
INC0105449,Email,,Service Desk,1/30/21 12:00,1/27/21 12:00,College Account/Identity Mgmt,Password,1/27/21 11:00,2,0
INC0105451,Email,,Service Desk,1/30/21 12:00,1/27/21 12:00,Other Google Service,How To/Question,1/27/21 11:16,2,0
INC0105452,Email,,Service Desk,1/30/21 12:00,1/27/21 12:00,College Account/Identity Mgmt,Password,1/27/21 11:24,2,0
INC0105407,Email,,Systems,1/30/21 12:00,1/27/21 12:00,Other Google Service,Error/Bug,1/25/21 18:16,9,1
INC0105443,,,Service Desk,1/30/21 10:00,1/27/21 10:00,College Account/Identity Mgmt,Password,1/27/21 9:14,2,0
INC0105313,Email,,Service Desk,1/29/21 19:00,1/26/21 19:00,Desktop Application,Configure/Modify,1/21/21 13:29,3,0
INC0105437,Email,,Service Desk,1/29/21 17:00,1/26/21 17:00,Computer (Desktop/Laptop),Relocate/Transfer,1/26/21 16:40,4,0
INC0105422,Email,,Enterprise Applications,1/29/21 16:00,1/26/21 16:00,ERP,Configure/Modify,1/26/21 11:20,5,1
INC0105225,Phone,,Student Computing,1/29/21 16:00,1/26/21 16:00,Google Mail,How To/Question,1/15/21 15:19,4,0
INC0105433,Email,,Enterprise Applications,1/29/21 16:00,1/26/21 16:00,Other/Not Listed,Configure/Modify,1/26/21 14:23,5,1
INC0105424,Email,,Service Desk,1/29/21 15:00,1/26/21 15:00,Other Google Service,Performance,1/26/21 12:23,5,0
INC0105431,Phone,,Service Desk,1/29/21 14:00,1/26/21 14:00,OS,Configure/Modify,1/26/21 13:25,1,0
INC0105428,Email,,Student Computing,1/29/21 14:00,1/26/21 14:00,General Information,How To/Question,1/26/21 13:04,4,0
INC0105345,Phone,,Service Desk,1/29/21 13:00,1/26/21 13:00,Peripheral,Loaner Equipment,1/22/21 14:29,11,1
INC0105425,Phone,,Service Desk,1/29/21 13:00,1/26/21 13:00,College Account/Identity Mgmt,Password,1/26/21 12:36,1,0
INC0105423,Phone,,Service Desk,1/29/21 12:00,1/26/21 12:00,College Account/Identity Mgmt,Password,1/26/21 11:25,1,0
INC0105411,Email,,Enterprise Applications,1/29/21 12:00,1/26/21 12:00,ERP,Configure/Modify,1/26/21 8:27,7,1
INC0104938,Self-service,,Service Desk,1/29/21 11:00,1/26/21 11:00,Computer (Desktop/Laptop),Configure/Modify,1/4/21 8:30,8,0
INC0105333,Email,,Service Desk,1/29/21 11:00,1/26/21 11:00,Desktop Application,How To/Question,1/22/21 9:20,10,0
INC0105403,Email,,Enterprise Applications,1/29/21 11:00,1/26/21 11:00,ERP,Configure/Modify,1/25/21 16:09,5,1
INC0105319,Email,,Service Desk,1/29/21 11:00,1/26/21 11:00,Desktop Application,Configure/Modify,1/21/21 14:39,12,0
INC0105366,,,Service Desk,1/29/21 11:00,1/26/21 11:00,OS,Configure/Modify,1/25/21 9:04,22,0
INC0105410,Email,,Student Computing,1/29/21 10:00,1/26/21 10:00,General Information,How To/Question,1/25/21 20:38,4,0
INC0105298,Email,,Service Desk,1/29/21 10:00,1/26/21 10:00,Google Docs/Drive,How To/Question,1/20/21 21:15,13,0
INC0105416,Phone,,Service Desk,1/29/21 10:00,1/26/21 10:00,Desktop Application,Configure/Modify,1/26/21 9:42,1,0
INC0105413,Phone,,Student Computing,1/29/21 10:00,1/26/21 10:00,Desktop Application,Restore/Recover,1/26/21 8:56,2,0
INC0105301,Phone,,Service Desk,1/29/21 10:00,1/26/21 10:00,Computer (Desktop/Laptop),Performance,1/21/21 9:09,3,0
INC0105409,Email,,Student Computing,1/28/21 19:00,1/25/21 19:00,General Information,How To/Question,1/25/21 18:44,3,0
INC0105006,Email,,Student Computing,1/28/21 18:00,1/25/21 18:00,General Information,How To/Question,1/6/21 8:02,15,0
INC0104950,Phone,,Student Computing,1/28/21 18:00,1/25/21 18:00,Google Mail,How To/Question,1/4/21 10:15,18,0
INC0105323,Email,,Enterprise Applications,1/28/21 16:00,1/25/21 16:00,ERP,Configure/Modify,1/21/21 15:13,7,1
INC0105289,Email,,Enterprise Applications,1/28/21 16:00,1/25/21 16:00,ERP,Configure/Modify,1/20/21 14:39,6,1
INC0105221,,,Enterprise Applications,1/28/21 16:00,1/25/21 16:00,ERP,Configure/Modify,1/15/21 13:15,6,1
INC0105398,Email,,Service Desk,1/28/21 16:00,1/25/21 16:00,Office Printer,Configure/Modify,1/25/21 14:09,4,0
INC0105379,Email,,Service Desk,1/28/21 16:00,1/25/21 16:00,Computer (Desktop/Laptop),Broken/Not Working,1/25/21 10:47,6,0
INC0105314,Email,,Service Desk,1/28/21 16:00,1/25/21 16:00,Computer (Desktop/Laptop),Configure/Modify,1/21/21 13:41,10,2
INC0105342,Email,,Enterprise Applications,1/28/21 16:00,1/25/21 16:00,WebAdvisor,Configure/Modify,1/22/21 14:01,5,1
INC0105400,Email,,Student Computing,1/28/21 16:00,1/25/21 16:00,Lab Printer,How To/Question,1/25/21 14:47,3,0
INC0105397,Phone,,Service Desk,1/28/21 15:00,1/25/21 15:00,College Account/Identity Mgmt,Password,1/25/21 13:55,1,0
INC0105392,Phone,,Service Desk,1/28/21 14:00,1/25/21 14:00,VPN/Remote Access,Configure/Modify,1/25/21 12:46,1,0
INC0105080,Email,,Student Computing,1/28/21 14:00,1/25/21 14:00,General Information,How To/Question,1/8/21 17:47,25,0
INC0105267,Email,,Service Desk,1/28/21 13:00,1/25/21 13:00,College Account/Identity Mgmt,Password,1/19/21 16:52,4,0
INC0105378,Phone,,Service Desk,1/28/21 13:00,1/25/21 13:00,Peripheral,Install/New,1/25/21 10:43,5,0
INC0105385,Email,,Service Desk,1/28/21 13:00,1/25/21 13:00,Desktop Application,Performance,1/25/21 11:20,5,0
INC0105381,,,Service Desk,1/28/21 12:00,1/25/21 12:00,Peripheral,Replace/Upgrade,1/25/21 10:53,4,0
INC0105388,Email,,Service Desk,1/28/21 12:00,1/25/21 12:00,Desktop Application,Error/Bug,1/25/21 11:43,2,0
INC0105369,Email,,Service Desk,1/28/21 12:00,1/25/21 12:00,OS,Configure/Modify,1/25/21 9:28,6,0
INC0105359,Email,,Service Desk,1/28/21 11:00,1/25/21 11:00,Desktop Application,How To/Question,1/24/21 11:38,4,0
INC0105371,Email,,Service Desk,1/28/21 11:00,1/25/21 11:00,College Account/Identity Mgmt,Password,1/25/21 9:36,4,0
INC0105352,Email,,Student Computing,1/28/21 11:00,1/25/21 11:00,General Information,How To/Question,1/22/21 17:38,5,0
INC0105087,Email,,Student Computing,1/28/21 11:00,1/25/21 11:00,General Information,How To/Question,1/9/21 21:22,7,0
INC0105353,,,Student Computing,1/28/21 10:00,1/25/21 10:00,Desktop Application,How To/Question,1/23/21 17:37,3,0
INC0105339,Email,,Service Desk,1/28/21 10:00,1/25/21 10:00,Google Calendar,Error/Bug,1/22/21 13:01,8,0
INC0105191,Email,,Student Computing,1/28/21 10:00,1/25/21 10:00,General Information,How To/Question,1/13/21 21:19,4,0
INC0105190,Email,,Student Computing,1/28/21 10:00,1/25/21 10:00,General Information,How To/Question,1/13/21 20:53,5,0
INC0105367,Email,,Systems,1/28/21 10:00,1/25/21 10:00,College Account/Identity Mgmt,Error/Bug,1/25/21 9:18,7,1
INC0105356,Email,,Student Computing,1/28/21 10:00,1/25/21 10:00,General Information,How To/Question,1/23/21 23:07,3,0
INC0105350,Email,,Service Desk,1/28/21 10:00,1/25/21 10:00,General Information,How To/Question,1/22/21 17:00,7,0
INC0105372,Email,,Service Desk,1/28/21 10:00,1/25/21 10:00,College Account/Identity Mgmt,Error/Bug,1/25/21 9:38,3,0
INC0105363,,,Service Desk,1/28/21 10:00,1/25/21 10:00,Google Mail,Configure/Modify,1/25/21 7:37,2,0
INC0105233,Email,,Service Desk,1/28/21 9:00,1/25/21 9:00,Desktop Application,Configure/Modify,1/16/21 17:54,16,0
INC0104944,,,Service Desk,1/23/21 17:00,1/20/21 17:00,Computer (Desktop/Laptop),Install/New,1/4/21 9:45,16,4
INC0105357,,,Service Desk,1/27/21 12:00,1/24/21 12:00,Other/Not Listed,Connectivity/Down,1/24/21 6:25,2,0
INC0105338,Email,,Service Desk,1/25/21 13:00,1/22/21 13:00,Computer (Desktop/Laptop),Relocate/Transfer,1/22/21 12:21,2,0
INC0105262,Phone,,Service Desk,1/25/21 17:00,1/22/21 17:00,Desktop Application,Configure/Modify,1/19/21 14:56,3,0
INC0105228,Self-service,,Service Desk,1/25/21 15:00,1/22/21 15:00,Wired Network,Connectivity/Down,1/15/21 15:48,12,3
INC0105346,Walk-in,,Service Desk,1/25/21 15:00,1/22/21 15:00,College Account/Identity Mgmt,Password,1/22/21 14:51,1,0
INC0105187,Phone,,Service Desk,1/25/21 15:00,1/22/21 15:00,Desktop Application,Error/Bug,1/13/21 16:39,5,0
INC0105172,Email,,Student Computing,1/25/21 14:00,1/22/21 14:00,General Information,How To/Question,1/13/21 12:04,4,0
INC0105336,Email,,Service Desk,1/25/21 13:00,1/22/21 13:00,Google Mail,Configure/Modify,1/22/21 11:41,4,0
INC0105174,Email,,Student Computing,1/25/21 13:00,1/22/21 13:00,General Information,How To/Question,1/13/21 12:26,2,0
INC0105335,Email,,Service Desk,1/25/21 13:00,1/22/21 13:00,Desktop Application,Configure/Modify,1/22/21 11:37,3,0
INC0105332,Email,,Service Desk,1/25/21 13:00,1/22/21 13:00,Windows File Server (fs),Configure/Modify,1/22/21 8:30,5,0
INC0105334,Email,,Service Desk,1/25/21 12:00,1/22/21 12:00,Google Mail,Configure/Modify,1/22/21 11:35,2,0
INC0105337,Email,,Service Desk,1/25/21 12:00,1/22/21 12:00,College Account/Identity Mgmt,Error/Bug,1/22/21 11:45,2,0
INC0105310,Phone,,Networks,1/25/21 11:00,1/22/21 11:00,Wired Network,Connectivity/Down,1/21/21 11:41,7,1
INC0105110,Email,,Service Desk,1/25/21 11:00,1/22/21 11:00,Computer (Desktop/Laptop),Install/New,1/11/21 12:50,14,2
INC0105299,Email,,Service Desk,1/25/21 10:00,1/22/21 10:00,ERP,Configure/Modify,1/20/21 21:35,5,0
INC0105330,,,Student Computing,1/25/21 10:00,1/22/21 10:00,General Information,How To/Question,1/22/21 3:37,3,0
INC0105163,,,Student Computing,1/25/21 10:00,1/22/21 10:00,General Information,How To/Question,1/12/21 21:39,4,0
INC0105328,Email,,Student Computing,1/25/21 10:00,1/22/21 10:00,Google Mail,How To/Question,1/21/21 19:41,4,0
INC0105331,Email,,Service Desk,1/25/21 10:00,1/22/21 10:00,College Account/Identity Mgmt,Password,1/22/21 8:26,3,0
INC0105027,Email,,Service Desk,1/24/21 23:00,1/21/21 23:00,Google Mail,How To/Question,1/6/21 19:45,7,0
INC0105069,Email,,Service Desk,1/24/21 22:00,1/21/21 22:00,Desktop Application,Security/Policy Breach,1/8/21 12:32,3,0
INC0105237,Email,,Service Desk,1/24/21 18:00,1/21/21 18:00,Desktop Application,Configure/Modify,1/18/21 10:13,5,0
INC0105322,Email,,Service Desk,1/24/21 17:00,1/21/21 17:00,Desktop Application,Install/New,1/21/21 14:57,4,0
INC0105326,,,Service Desk,1/24/21 17:00,1/21/21 17:00,Bogus/Duplicate Record,Maintenance,1/21/21 16:43,3,0
INC0105185,Email,,Student Computing,1/24/21 17:00,1/21/21 17:00,Desktop Application,How To/Question,1/13/21 15:13,9,0
INC0105170,Email,,Student Computing,1/24/21 17:00,1/21/21 17:00,Wireless Network,Configure/Modify,1/13/21 11:22,17,1
INC0105312,Phone,,Service Desk,1/24/21 14:00,1/21/21 14:00,Desktop Application,Configure/Modify,1/21/21 13:06,1,0
INC0105003,Email,,Service Desk,1/24/21 13:00,1/21/21 13:00,Computer (Desktop/Laptop),Broken/Not Working,1/5/21 18:11,13,2
INC0105300,Email,,Service Desk,1/24/21 13:00,1/21/21 13:00,College Account/Identity Mgmt,Password,1/21/21 8:00,7,0
INC0105286,Phone,,Service Desk,1/24/21 12:00,1/21/21 12:00,Computer (Desktop/Laptop),Configure/Modify,1/20/21 12:35,14,2
INC0105305,Email,,Service Desk,1/24/21 12:00,1/21/21 12:00,Computer (Desktop/Laptop),Relocate/Transfer,1/21/21 9:37,4,0
INC0105227,Email,,Service Desk,1/24/21 11:00,1/21/21 11:00,General Information,How To/Question,1/15/21 15:44,5,0
INC0105292,Email,,Service Desk,1/24/21 10:00,1/21/21 10:00,OS,Replace/Upgrade,1/20/21 15:34,9,0
INC0105304,Phone,,Service Desk,1/24/21 10:00,1/21/21 10:00,VPN/Remote Access,How To/Question,1/21/21 9:24,1,0
INC0105297,Email,,Student Computing,1/24/21 10:00,1/21/21 10:00,General Information,How To/Question,1/20/21 19:16,3,0
INC0105243,Email,,Student Computing,1/24/21 10:00,1/21/21 10:00,General Information,How To/Question,1/18/21 22:07,25,0
INC0105127,Phone,,Student Computing,1/24/21 10:00,1/21/21 10:00,Google Mail,Security/Policy Breach,1/12/21 9:00,8,0
INC0105121,,,Student Computing,1/23/21 18:00,1/20/21 18:00,General Information,How To/Question,1/11/21 16:07,13,0
INC0105123,Phone,,Service Desk,1/23/21 18:00,1/20/21 18:00,Desktop Application,Error/Bug,1/11/21 17:01,2,0
INC0105294,Phone,,Service Desk,1/23/21 17:00,1/20/21 17:00,College Account/Identity Mgmt,Password,1/20/21 16:11,1,0
INC0105125,,,Student Computing,1/23/21 17:00,1/20/21 17:00,General Information,How To/Question,1/11/21 21:44,17,0
INC0105278,,,Service Desk,1/23/21 17:00,1/20/21 17:00,Desktop Application,How To/Question,1/20/21 10:12,4,0
INC0105120,Phone,,Student Computing,1/23/21 17:00,1/20/21 17:00,College Account/Identity Mgmt,Configure/Modify,1/11/21 15:51,7,0
INC0105197,Email,,Service Desk,1/23/21 17:00,1/20/21 17:00,OS,Configure/Modify,1/14/21 11:00,16,0
INC0105293,Phone,,Service Desk,1/23/21 16:00,1/20/21 16:00,College Account/Identity Mgmt,Password,1/20/21 15:47,1,0
INC0104925,Email,,Service Desk,1/23/21 16:00,1/20/21 16:00,Computer (Desktop/Laptop),Install/New,1/2/21 14:03,15,4
INC0105290,Email,,Service Desk,1/23/21 16:00,1/20/21 16:00,VPN/Remote Access,How To/Question,1/20/21 15:13,3,0
INC0105114,Email,,Student Computing,1/23/21 16:00,1/20/21 16:00,General Information,How To/Question,1/11/21 14:18,3,0
INC0105288,Walk-in,,Service Desk,1/23/21 15:00,1/20/21 15:00,College Account/Identity Mgmt,Password,1/20/21 14:23,1,0
INC0105230,Email,,Service Desk,1/23/21 15:00,1/20/21 15:00,College Account/Identity Mgmt,Password,1/15/21 19:31,6,0
INC0105136,,,Student Computing,1/23/21 15:00,1/20/21 15:00,Desktop Application,How To/Question,1/12/21 10:55,9,0
INC0105132,Email,,Service Desk,1/23/21 15:00,1/20/21 15:00,General Information,How To/Question,1/12/21 10:02,14,0
INC0105244,Email,,Student Computing,1/23/21 15:00,1/20/21 15:00,General Information,How To/Question,1/19/21 8:18,5,0
INC0105113,,,Student Computing,1/23/21 15:00,1/20/21 15:00,General Information,How To/Question,1/11/21 14:15,4,0
INC0105282,Email,,Service Desk,1/23/21 12:00,1/20/21 12:00,Desktop Application,Performance,1/20/21 11:27,2,0
INC0105102,Email,,Student Computing,1/23/21 12:00,1/20/21 12:00,General Information,How To/Question,1/11/21 10:48,5,0
INC0105277,Email,,Service Desk,1/23/21 11:00,1/20/21 11:00,General Information,How To/Question,1/20/21 9:48,4,0
INC0105101,Email,,Student Computing,1/23/21 11:00,1/20/21 11:00,General Information,How To/Question,1/11/21 10:46,4,0
INC0105070,,,Student Computing,1/23/21 10:00,1/20/21 10:00,General Information,How To/Question,1/8/21 13:24,7,0
INC0105272,Email,,Student Computing,1/22/21 19:00,1/19/21 19:00,College Account/Identity Mgmt,How To/Question,1/19/21 18:14,3,0
INC0105269,Email,,Service Desk,1/22/21 18:00,1/19/21 18:00,Desktop Application,Configure/Modify,1/19/21 17:20,3,0
INC0105199,Email,,Service Desk,1/22/21 18:00,1/19/21 18:00,Desktop Application,Configure/Modify,1/14/21 12:43,10,0
INC0105263,Email,,Service Desk,1/22/21 17:00,1/19/21 17:00,Desktop Application,Configure/Modify,1/19/21 14:57,4,0
INC0105075,Phone,,Service Desk,1/22/21 17:00,1/19/21 17:00,Desktop Application,Configure/Modify,1/8/21 16:21,2,0
INC0105188,Email,,Service Desk,1/22/21 16:00,1/19/21 16:00,Computer (Desktop/Laptop),Loaner Equipment,1/13/21 17:11,13,2
INC0105260,Self-service,,Service Desk,1/22/21 15:00,1/19/21 15:00,Computer (Desktop/Laptop),Maintenance,1/19/21 13:32,5,1
INC0105259,Email,,Service Desk,1/22/21 14:00,1/19/21 14:00,Desktop Application,Configure/Modify,1/19/21 13:25,2,0
INC0105255,Self-service,,Service Desk,1/22/21 14:00,1/19/21 14:00,General Information,How To/Question,1/19/21 12:31,2,0
INC0105261,Phone,,Service Desk,1/22/21 14:00,1/19/21 14:00,Desktop Application,How To/Question,1/19/21 13:50,1,0
INC0105251,Email,,Service Desk,1/22/21 13:00,1/19/21 13:00,Desktop Application,Configure/Modify,1/19/21 10:28,8,0
INC0105249,Email,,Service Desk,1/22/21 12:00,1/19/21 12:00,Desktop Application,Configure/Modify,1/19/21 9:46,7,0
INC0105253,Phone,,Service Desk,1/22/21 12:00,1/19/21 12:00,College Account/Identity Mgmt,Password,1/19/21 11:27,1,0
INC0105246,Email,,Service Desk,1/22/21 12:00,1/19/21 12:00,VPN/Remote Access,Connectivity/Down,1/19/21 9:32,8,0
INC0105060,Email,,Service Desk,1/22/21 10:00,1/19/21 10:00,College Account/Identity Mgmt,Password,1/8/21 8:11,3,0
INC0105245,Email,,Service Desk,1/22/21 10:00,1/19/21 10:00,Google Alias/Group,Configure/Modify,1/19/21 9:04,2,0
INC0105242,Email,,Service Desk,1/22/21 10:00,1/19/21 10:00,Desktop Application,Configure/Modify,1/18/21 18:28,2,0
INC0105247,Email,,Service Desk,1/22/21 10:00,1/19/21 10:00,Google Mail,How To/Question,1/19/21 9:36,2,0
INC0105229,Email,,Student Computing,1/22/21 9:00,1/19/21 9:00,General Information,How To/Question,1/15/21 15:58,3,0
INC0105234,,,Student Computing,1/22/21 9:00,1/19/21 9:00,General Information,How To/Question,1/16/21 19:14,3,0
INC0105232,Email,,Service Desk,1/22/21 9:00,1/19/21 9:00,Other/Not Listed,How To/Question,1/16/21 14:11,4,0
INC0105164,Email,,Student Computing,1/22/21 9:00,1/19/21 9:00,General Information,How To/Question,1/12/21 22:39,5,0
INC0105142,Email,,Service Desk,1/21/21 21:00,1/18/21 21:00,Other/Not Listed,Error/Bug,1/12/21 12:47,6,0
INC0105033,Email,,Student Computing,1/21/21 10:00,1/18/21 10:00,General Information,How To/Question,1/7/21 8:05,4,0
INC0105032,Email,,Service Desk,1/18/21 18:00,1/15/21 18:00,Computer (Desktop/Laptop),Relocate/Transfer,1/7/21 7:02,5,0
INC0105218,Email,,Service Desk,1/18/21 16:00,1/15/21 16:00,General Information,How To/Question,1/15/21 10:34,7,0
INC0105139,Self-service,,Service Desk,1/18/21 16:00,1/15/21 16:00,Computer (Desktop/Laptop),Relocate/Transfer,1/12/21 11:23,23,2
INC0105217,Email,,Service Desk,1/18/21 16:00,1/15/21 16:00,Computer (Desktop/Laptop),Broken/Not Working,1/15/21 10:26,8,2
INC0105209,,,Service Desk,1/18/21 16:00,1/15/21 16:00,Phone/Fax/Credit Card Line,How To/Question,1/14/21 15:23,4,0
INC0105204,Email,,Service Desk,1/18/21 15:00,1/15/21 15:00,Desktop Application,Configure/Modify,1/14/21 13:49,12,2
